Pt_ID,Date,YearMonth,Id_1,X,Y,Addax,Dorcas,Cornul,Stipa1,Stipa2,Human
13,2008-12-06,200812,23,825358.11930000000,1773471.76470000000,0.00000000000,3.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000
14,2008-12-06,200812,23,830041.77790000000,1776055.00890000000,0.00000000000,5.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
15,2008-12-06,200812,23,835354.54620000000,1779007.17470000000,0.00000000000,7.00000000000,0.00000000000,0.00000000000,0.00000000000,1.00000000000
17,2008-12-06,200812,23,840738.95310000000,1781911.58730000000,0.00000000000,2.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000
19,2008-12-06,200812,23,845644.09040000000,1784586.99620000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000,0.00000000000,1.00000000000
21,2008-12-06,200812,23,850099.98900000000,1787353.05810000000,0.00000000000,11.00000000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000
16,2008-12-06,200812,12,800058.75750000000,1780977.71250000000,1.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
18,2008-12-06,200812,12,805058.92040000000,1783687.19080000000,2.00000000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000
20,2008-12-06,200812,12,809524.55280000000,1786050.59340000000,5.00000000000,1.00000000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000
22,2008-12-06,200812,12,814934.73010000000,1788976.51710000000,0.00000000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,2.00000000000
24,2008-12-06,200812,12,819964.48570000000,1791613.15740000000,17.00000000000,0.00000000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000
26,2008-12-06,200812,12,824951.74400000000,1794354.99150000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,1.00000000000,0.00000000000
28,2008-12-06,200812,12,829936.27510000000,1796967.04470000000,0.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
30,2008-12-06,200812,12,834641.79110000000,1799574.05580000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000,0.00000000000
32,2008-12-06,200812,12,839849.66340000000,1802349.60970000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000,0.00000000000
34,2008-12-06,200812,12,844750.26160000000,1804904.83140000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000,1.00000000000
37,2008-12-06,200812,12,849819.86020000000,1807620.70070000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000,0.00000000000
31,2008-12-06,200812,10,809863.35100000000,1800211.93490000000,0.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
33,2008-12-06,200812,10,814745.10130000000,1802834.40220000000,2.00000000000,1.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
35,2008-12-06,200812,10,819699.56690000000,1805513.78310000000,12.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000,0.00000000000
38,2008-12-06,200812,10,824835.05970000000,1808050.57860000000,4.00000000000,1.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
40,2008-12-06,200812,10,829939.85710000000,1811052.22850000000,16.00000000000,1.00000000000,1.00000000000,1.00000000000,1.00000000000,1.00000000000
42,2008-12-06,200812,10,834634.78230000000,1813502.27030000000,2.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,1.00000000000
44,2008-12-06,200812,10,839633.81800000000,1816188.08280000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000,1.00000000000
46,2008-12-06,200812,10,844712.06860000000,1818937.77890000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
48,2008-12-06,200812,10,849545.60360000000,1821545.53810000000,1.00000000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,1.00000000000
36,2008-12-06,200812,8,794650.65480000000,1806004.58740000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000,0.00000000000
39,2008-12-06,200812,8,798999.49240000000,1808470.38410000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000,0.00000000000
41,2008-12-06,200812,8,804473.39720000000,1811251.00650000000,0.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
43,2008-12-06,200812,8,809587.51500000000,1813940.58440000000,0.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
45,2008-12-06,200812,8,814594.15930000000,1816724.18010000000,10.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
47,2008-12-06,200812,8,819575.62260000000,1819245.02010000000,52.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
49,2008-12-06,200812,8,824385.16490000000,1821782.00250000000,1.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
52,2008-12-06,200812,8,829399.54020000000,1824615.72400000000,0.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
55,2008-12-06,200812,8,834411.97100000000,1827374.08400000000,0.00000000000,1.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
57,2008-12-06,200812,8,839357.59820000000,1830008.51220000000,3.00000000000,1.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
59,2008-12-06,200812,8,843746.89370000000,1832476.44300000000,26.00000000000,0.00000000000,1.00000000000,1.00000000000,1.00000000000,1.00000000000
50,2008-12-06,200812,6,799397.74710000000,1822565.46180000000,0.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
53,2008-12-06,200812,6,804623.12200000000,1825224.30070000000,0.00000000000,1.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
56,2008-12-06,200812,6,809332.17980000000,1827773.96360000000,4.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,2.00000000000
58,2008-12-06,200812,6,814341.13480000000,1830502.20500000000,6.00000000000,0.00000000000,1.00000000000,1.00000000000,1.00000000000,0.00000000000
60,2008-12-06,200812,6,819464.06080000000,1833262.18880000000,2.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.00000000000
61,2008-12-06,200812,6,824276.41900000000,1835807.75390000000,0.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
62,2008-12-06,200812,6,829344.44260000000,1838436.87100000000,14.00000000000,0.00000000000,1.00000000000,1.00000000000,1.00000000000,0.00000000000
63,2008-12-06,200812,6,834316.83490000000,1841034.33020000000,15.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
64,2008-12-06,200812,6,839278.36760000000,1843787.52550000000,2.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
109,2008-12-06,200812,6,794506.81750000000,1819797.77900000000,0.00000000000,0.00000000000,1.00000000000,1.00000000000,0.00000000000,0.00000000000
